﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bryanchua,https://forums.hardwarezone.com.sg/members/bryanchua.577758/,Junior Member,"Jan 15, 2013","p00p00 said:
i know of someone who was in the insurance line and studying full time at UOL (not active but earning a few hundred bucks per month). his gf also still studying.

that few hundred a month is considered as his ""salary"" and hdb gave him 40k grant. they next graduated and combined salary should be at least 7k now

Hi p00p00, is that true?

now i got this situation that, i just started work like 6 month n i know that i won't eligible for the grant but my co-applicant doing full-time study, before the application she was a full time staff for 15month but recently she just converted to a part-timer in a same company does she still eligible for the AHS?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,the.airpork,https://forums.hardwarezone.com.sg/members/the-airpork.571676/,Member,"Jan 23, 2013","Hmm.. I am quite worried. waiting for AHG result.

But our AHG application will probably be rejected because main applicant - my bf, only worked 10 months continuously prior to flat application (sep 2012). He took a no-pay job overseas for a few months before that.

I tried asking but the customer service person can't seem to answer me. If rejected can we apply again?? and instead, this time using only me as main applicant? I was studying all the while but worked part time consistently. Can use my 1 year part time pay to apply for AHG? I have no idea if can we re-apply AHG after being rejected"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,ah786786,https://forums.hardwarezone.com.sg/members/ah786786.260497/,Junior Member,"Jan 24, 2013","Lucas_ said:
Does anyone know how long does it take to pay for the downpayment?

For example, i went ballet and got it. When must i pay the first 5% by?

If not wrong they told me to be paid by 3mths after booking the unit."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,sabirin,https://forums.hardwarezone.com.sg/members/sabirin.220335/,Member,"Feb 13, 2013",hi new couple please buy from the resale market dont but direct from hdb coz long waiting time and the unit size not suitable for the new genaration body size.Help the resale price market to go up.
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,Swordsman,https://forums.hardwarezone.com.sg/members/swordsman.73316/,Greater Supremacy Member,"Feb 16, 2013","sabirin said:
hi new couple please buy from the resale market dont but direct from hdb coz long waiting time and the unit size not suitable for the new genaration body size.Help the resale price market to go up.

u siao ar why couples want to buy resale flats..

its me singles forever no choice then have to buy the more exp reslae flats."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,moofiee,https://forums.hardwarezone.com.sg/members/moofiee.149916/,Master Member,"Feb 21, 2013","Hi, here's my situation.

Both me and my partner have been working for past 5 yrs or so, but..

1.She's unemployed since Nov 2012 and is currently seeking new job
2.I stopped working since Sept 2012 due to studies (Graduating in April 2013) and working part time with no CPF contribution

Our selection will be coming soon on Mar.

Will we be able to get any AHG? or my main concern, are we even eligible to apply for BTO in our current situation. =\ Will they approve ma?. Thanks guys. =(("
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,charsiewmee,https://forums.hardwarezone.com.sg/members/charsiewmee.323900/,Senior Member,"Mar 10, 2013","Hi Guys,

Can any lao jiao help me out on this.

Have a foreign Wife. She is not working.

Intention to get a resale flat. Income tax is at $30 000 for year 2012. No Cpf Contribution.

What are the available grants available for me?

Thanks a million"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,charsiewmee,https://forums.hardwarezone.com.sg/members/charsiewmee.323900/,Senior Member,"Mar 25, 2013",Bo lang help me out... zzzz
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,her boring life,https://forums.hardwarezone.com.sg/members/her-boring-life.587950/,Junior Member,"Apr 29, 2013","moofiee said:
Hi, here's my situation.

Both me and my partner have been working for past 5 yrs or so, but..

1.She's unemployed since Nov 2012 and is currently seeking new job
2.I stopped working since Sept 2012 due to studies (Graduating in April 2013) and working part time with no CPF contribution

Our selection will be coming soon on Mar.

Will we be able to get any AHG? or my main concern, are we even eligible to apply for BTO in our current situation. =\ Will they approve ma?. Thanks guys. =((
Click to expand...

Hi there,

This reply might have been too late.

On AHG, either you or your partner must be (1) employed at the time of applying AND have worked continuously for 12 months to qualify. For (1) Though yr partner is unemployed (hope she has found a job), you have a part-time and must be able to prove it through payslips. For (2), that's the grey area, in the last 5 yrs, you have worked for continuous of 12 months, but that's in the past. Not sure if they'll accept.

On BTO, you guys should qualify as long as you don't exceed the $10k income ceiling.

Let us know if you had chosen your flat"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,her boring life,https://forums.hardwarezone.com.sg/members/her-boring-life.587950/,Junior Member,"Apr 29, 2013","charsiewmee said:
Hi Guys,

Can any lao jiao help me out on this.

Have a foreign Wife. She is not working.

Intention to get a resale flat. Income tax is at $30 000 for year 2012. No Cpf Contribution.

What are the available grants available for me?

Thanks a million
Click to expand...

Hi,

I assume your foreign wife is not a PR. If that's the case, there is no grant available.
However if your wife is a PR OR you guys have a Singaporean kid. These grants would apply.

1. CPF Housing Grant for Family - $30k or $40k if living near parents
2. Additional CPF Housing Grant - $30k (with a monthly income of $2,500)

HDB states that the main applicant (you) must be Singaporean and the family nucleus (you and wife / kid) must have another PR or Singaporean to qualify for grants."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bryanchua,https://forums.hardwarezone.com.sg/members/bryanchua.577758/,Junior Member,"May 6, 2013","Hi all, anyone face this problem?

1) applicant started work less than 1 yr
2) co-applicant convert from full-time to part-time and working for more then a yr and during her part-time work she is a full-time student.

Does friends/family have this similar problems?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,black4,https://forums.hardwarezone.com.sg/members/black4.347776/,Senior Member,"May 15, 2013","Hi, I not sure about the grant thing but I got a house with my fiancée. I already got the house. We have no CPF contribution but we have cold hard cash. She teach tuition and I do lots of freelance hence the money. We graduating this year. But we got no grant at all. We got our bto tamp green forest. I am looking for option. Is there still anyway to get grant? Right now we got no grant at all. We are both degree grad so future income will be over 5k also so we were thinking we can't get the grant in either way

We applied near the parent scheme btw"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,uselessjo,https://forums.hardwarezone.com.sg/members/uselessjo.573883/,Junior Member,"May 31, 2013","Would like to ask some question.

Me and my gf are applying for the may bto. But my girlfriend has only been empolyed for 10 months. Her salary is about 2.8 k a month while im still serving my ns which makes me unemployed under hdb.

I would like to know whether me and my gf are eligible for the ahg grant.

Will they take into consideration since shes working 10 month are does not meet the requirement of cotinous employment for one year? Will they take us inyo consideration for the ahg grant since we are only 2 months away from reaching the requirement of 12 months continous employment.

2nd question is how long after we apply for the bto are we required to pay for the 5 perceny downpayment. Is it roughly about 2 to 3 months after the point of application?

Thank you sorru for bombardig question. Lol"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,d3fc0n,https://forums.hardwarezone.com.sg/members/d3fc0n.79137/,High Supremacy Member,"Jun 2, 2013","hi

i have plans to get the upcoming BTO with my gf.. but some doubts on the AHG reason:

i have been working same coy for the past 16mths.. but i am leaving the coy end of june (aka 28jun coz its a fri) but starting on new job on 1jul (its a monday).. cant use my gf as main applicant coz she started on new job for 5mths only (with a 2mths break frm previous)

-

will i still be eligible for the AHG? coz technically im still continuously employed"
